id,type,src,dst,app,latency,message,ctime,size,buffer
40,LINK,112,4,13,10.000000099909059,13_(168-170),681.0328237964857,2539991,52
43,LINK,15,33,4,8.000000128959083,4_(63-66),681.4982834510147,2381238,52
40,LINK,6,79,13,8.000001304847094,13_(168-169),683.0328239241957,4357195,49
43,LINK,0,15,4,10.00000005929509,4_(63-68),683.4982833854936,1672786,49
28,LINK,181,104,9,20.000000323850127,9_(139-142),684.1182165793583,4286923,49
12,LINK,15,1,12,10.000000965945024,12_(150-156),684.4364535096163,3019066,49
2,LINK,0,15,3,10.000000066832875,3_(53-56),684.520610974628,1885436,49
4,LINK,110,173,8,15.000000490450256,8_(117-122),684.768833001927,4286753,49
43,LINK,190,109,4,12.00000032044403,4_(63-72),685.4982829657692,2955711,48
43,LINK,109,3,4,6.0000001099078775,4_(63-70),685.4982831774805,1619758,48
24,LINK,187,94,11,12.000000353157903,11_(145-146),688.4099378881988,2952672,48
25,LINK,188,109,18,15.000000968390657,18_(230-232),689.0523741295503,3791538,48
26,LINK,106,15,5,6.0000001545373145,5_(75-76),689.2697888255204,3630757,48
12,LINK,175,195,12,16.000000235528823,12_(150-155),690.4364537926278,3335717,47
3,LINK,5,111,1,8.000000350893444,1_(33-37),690.9966898315141,1638678,47
40,LINK,4,82,13,8.000000198337288,13_(168-170),691.0328238963947,2539991,47
40,LINK,79,149,13,15.000000225096803,13_(168-169),691.0328252290427,4357195,47
43,LINK,3,5,4,3.0000001379036787,4_(63-70),691.4982832873884,1619758,47
2,LINK,15,108,3,8.000000185483882,3_(53-55),691.4982836058672,4368575,47
2,LINK,0,109,3,10.000000649049486,3_(53-57),692.5206114381729,2830203,47
40,LINK,112,106,13,10.0000001261906,13_(168-171),693.0328240296866,2755719,47
26,LINK,175,106,5,12.000000243455096,5_(75-77),693.2697885261558,2004749,47
12,LINK,1,111,12,8.0000001699198,12_(150-156),694.4364544755613,3019066,47
43,LINK,5,12,4,8.000000063179607,4_(63-70),694.4982834252921,1619758,47
26,LINK,15,0,5,10.000000128699106,5_(75-76),695.2697889800578,3630757,47
12,LINK,15,86,12,12.000001179124443,12_(150-159),696.4364537926481,3236041,47
5,LINK,194,190,8,12.000000344193278,8_(115-116),697.3178989401404,3863753,48
5,LINK,194,190,8,12.00000015727467,8_(115-118),697.3178989401404,1765492,49
5,LINK,194,190,8,12.000000312761898,8_(115-121),697.3178989401404,3510919,50
5,LINK,194,190,8,12.000000252978277,8_(115-123),697.3178989401404,2839816,51
46,LINK,190,109,6,12.00000039808233,6_(80-81),697.4982832928656,3671831,51
43,LINK,109,79,4,10.00000091246911,4_(63-72),697.4982834979246,2955711,51
25,LINK,114,101,18,9.000000497120372,18_(226-234),698.4060769124421,4450061,52
3,LINK,111,161,1,15.00000009238928,1_(33-37),698.9966901824075,1638678,52
40,LINK,82,136,13,15.000000472684771,13_(168-170),699.032824094732,2539991,52
2,LINK,108,140,3,12.000000447918351,3_(53-55),699.498283791351,4368575,52
4,LINK,173,197,8,16.000000682508016,8_(117-122),699.7688334923772,4286753,52
24,LINK,94,3,11,8.000000135709467,11_(145-146),700.4099382413567,2952672,52
2,LINK,0,2,3,3.0000000426120264,3_(53-58),700.5206118400511,2453693,52
43,LINK,15,77,4,6.000000094297124,4_(63-68),701.4982836651623,1672786,52
12,LINK,111,179,12,15.000000409545192,12_(150-156),702.436454645481,3019066,52
2,LINK,109,190,3,12.000000306837054,3_(53-57),702.5206120872224,2830203,51
40,LINK,106,128,13,15.000000444631304,13_(168-171),703.0328241558772,2755719,51
2,LINK,2,1,3,4.000000059402677,3_(53-58),703.520611882663,2453693,51
25,LINK,109,0,18,10.000000869512112,18_(230-232),704.052375097941,3791538,51
28,LINK,104,4,9,8.000000187753125,9_(139-142),704.1182169032085,4286923,51
40,LINK,112,100,13,10.000000130134392,13_(168-172),705.0328243202072,3433062,51
26,LINK,106,15,5,6.0000000853289075,5_(75-77),705.269788769611,2004749,51
25,LINK,101,4,18,6.0000002816745495,18_(226-234),707.4060774095625,4450061,48
43,LINK,77,154,4,15.000000102606565,4_(63-68),707.4982837594594,1672786,48
43,LINK,79,111,4,6.00000018579786,4_(63-72),707.4982844103937,2955711,48
2,LINK,1,96,3,8.000000534250178,3_(53-58),707.5206119420657,2453693,48
24,LINK,3,15,11,8.000000120579434,11_(145-146),708.4099383770662,2952672,48
12,LINK,15,0,12,10.000000131572007,12_(150-165),708.4364541172913,3711805,48
12,LINK,86,82,12,12.000000378556896,12_(150-159),708.4364549717725,3236041,48
2,LINK,0,4,3,5.0000000650110135,3_(53-59),708.5206121191353,1703967,48
42,LINK,197,173,0,16.000000304071417,0_(0-1),708.6297577854671,1909837,49
42,LINK,197,173,0,16.00000033741641,0_(0-3),708.6297577854671,2119273,50
42,LINK,197,173,0,16.000000628469436,0_(0-4),708.6297577854671,3947343,51
42,LINK,197,173,0,16.000000662232363,0_(0-5),708.6297577854671,4159404,52
42,LINK,197,173,0,16.000000310149066,0_(0-6),708.6297577854671,1948010,53
42,LINK,197,173,0,16.00000063667911,0_(0-7),708.6297577854671,3998907,54
42,LINK,197,173,0,16.00000058169751,0_(0-11),708.6297577854671,3653574,55
21,LINK,175,106,12,12.000000397948334,12_(149-150),709.2697887575341,3276935,55
46,LINK,190,109,6,12.000000189450267,6_(80-95),709.4982834485331,1747451,55
46,LINK,109,0,6,10.000000842059746,6_(80-81),709.4982838960069,3671831,55
26,LINK,15,6,5,6.000000105535829,5_(75-77),711.2697888549399,2004749,55
2,LINK,15,106,3,6.000000080250541,3_(53-56),711.4982837319951,1885436,55
30,LINK,158,59,16,12.00000016841206,16_(209-210),711.5946276960103,2839108,55
25,LINK,4,0,18,5.000000169782028,18_(226-234),713.4060776912371,4450061,54
43,LINK,111,152,4,9.000000172880371,4_(63-72),713.4982845961915,2955711,54
2,LINK,4,112,3,10.000000067024544,3_(53-59),713.5206121841463,1703967,54
25,LINK,0,15,18,10.000000134398295,18_(230-232),714.052375967453,3791538,52
2,LINK,190,194,3,12.000000252121925,3_(53-57),714.5206123940594,2830203,52
40,LINK,100,111,13,8.000000713745285,13_(168-172),715.0328244503415,3433062,52
2,LINK,96,155,3,9.000001035136611,3_(53-58),715.5206124763158,2453693,52
24,LINK,15,33,11,8.000000159905847,11_(145-146),716.4099384976456,2952672,51
2,LINK,0,2,3,3.000000028995086,3_(53-60),716.5206123925908,1669600,51
40,LINK,112,4,13,10.000000069290836,13_(168-173),717.03282446928,1761583,51
26,LINK,6,5,5,5.000000059211571,5_(75-77),717.2697889604757,2004749,51
2,LINK,106,133,3,9.0000001320502,3_(53-56),717.4982838122456,1885436,50
28,LINK,177,85,9,9.00000013794004,9_(130-135),718.0271406499027,2629001,51
28,LINK,177,85,9,9.000000199141898,9_(130-136),718.0271406499027,3795448,52
28,LINK,177,85,9,9.000000126252866,9_(130-138),718.0271406499027,2406255,53
28,LINK,177,85,9,9.000000147746372,9_(130-140),718.0271406499027,2815900,54
25,LINK,0,109,18,10.000001020530966,18_(226-234),718.4060778610192,4450061,53
12,LINK,0,2,12,3.0000000644610116,12_(150-165),718.4364542488634,3711805,53
2,LINK,2,3,3,5.000000031123168,3_(53-60),719.5206124215858,1669600,53
21,LINK,106,15,12,6.000000139477452,12_(149-150),721.2697891554825,3276935,52
46,LINK,190,109,6,12.00000031850795,6_(80-97),721.4982837102448,2937853,52
46,LINK,109,0,6,10.00000040074234,6_(80-95),721.4982840854572,1747451,52
26,LINK,5,26,5,8.000000158798892,5_(75-77),722.2697890196872,2004749,52
12,LINK,2,87,12,10.000000257677824,12_(150-165),722.5206124860468,3711805,50
40,LINK,111,162,13,15.000000204622234,13_(168-172),723.0328251640868,3433062,50
2,LINK,112,146,3,15.000000106099957,3_(53-59),723.5206122511709,1703967,50
30,LINK,59,15,16,8.000000387010097,16_(209-210),723.5946278644224,2839108,50
25,LINK,15,10,18,10.00000035747798,18_(230-232),724.0523761018513,3791538,50
46,LINK,0,32,6,10.000000186393454,6_(80-81),724.0523768095128,3671831,50
2,LINK,3,94,3,8.000000076737452,3_(53-60),724.520612452709,1669600,49
2,LINK,0,15,3,10.000000067068207,3_(53-62),724.5206127024844,1892075,49
42,LINK,173,110,0,15.000000218505718,0_(0-1),724.6297580895384,1909837,48
21,LINK,175,106,12,12.00000026851225,12_(149-152),725.2697889136547,2211084,48
28,LINK,85,6,9,10.00000050268465,9_(130-135),727.0271407878427,2629001,46
40,LINK,4,82,13,8.000000137554657,13_(168-173),727.0328245385708,1761583,46
21,LINK,15,43,12,12.000000286608463,12_(149-150),727.26978929496,3276935,46
35,LINK,6,0,2,5.000000063763236,2_(40-41),728.3079184895823,2989225,47
35,LINK,6,2,2,3.0000000619496165,2_(40-43),728.3079184895823,3475385,48
35,LINK,6,5,2,5.000000125592271,2_(40-45),728.3079184895823,4252226,49
35,LINK,6,2,2,3.0000000740009845,2_(40-47),728.3079184895823,4151469,50
25,LINK,109,190,18,12.000000482454299,18_(226-234),728.4060788815501,4450061,50
40,LINK,112,110,13,6.000000106983863,13_(168-175),729.0328246557789,2203845,50
11,LINK,119,81,15,15.000000184108343,15_(191-197),729.4837209653112,1576665,51
35,LINK,2,107,2,6.000000657616532,2_(40-43),731.307918551532,3475385,50
30,LINK,15,7,16,10.000000221536059,16_(209-210),731.5946282514325,2839108,50
2,LINK,94,123,3,9.000000114100134,3_(53-60),732.5206125294465,1669600,50
12,LINK,87,156,12,15.000000223574832,12_(150-165),732.5206127437247,3711805,50
35,LINK,0,109,2,10.000000685517946,2_(40-41),733.3079185533455,2989225,50
35,LINK,5,89,2,6.000000578051889,2_(40-45),733.3079186151746,4252226,50
5,LINK,190,109,8,12.000000418889593,8_(115-116),733.498284054438,3863753,50
46,LINK,109,104,6,6.0000005718909515,6_(80-97),733.4982844039652,2937853,50
46,LINK,0,6,6,5.000000037274922,6_(80-95),734.0523772102551,1747451,48
35,LINK,2,107,2,6.00000078554596,2_(40-47),734.307918625533,4151469,48
2,LINK,15,31,3,6.000000289367438,3_(53-62),734.5206127695526,1892075,48
40,LINK,110,173,13,15.00000025214337,13_(168-175),735.0328247627627,2203845,47
28,LINK,85,6,9,10.000000725718037,9_(130-136),736.0271409869846,3795448,47
28,LINK,6,0,9,5.000000056079288,9_(130-135),737.0271412905273,2629001,47
21,LINK,106,104,12,6.000000092647244,12_(149-152),737.269789182167,2211084,47
35,LINK,107,84,2,6.000000256015062,2_(40-43),737.3079192091485,3475385,47
46,LINK,6,91,6,10.000000304942866,6_(80-95),739.0523772475301,1747451,45
46,LINK,104,58,6,12.000000503724197,6_(80-97),739.4982849758561,2937853,43
42,LINK,110,6,0,6.000000276891625,0_(0-1),739.6297583080442,1909837,43
25,LINK,190,194,18,12.000000396423136,18_(226-234),740.4060793640044,4450061,43
42,LINK,173,110,0,15.000000242467431,0_(0-3),740.6297584269548,2119273,42
21,LINK,175,106,12,12.000000208280477,12_(149-160),741.2697890347548,1715101,42
30,LINK,7,105,16,10.000000202314535,16_(209-210),741.5946284729686,2839108,41
11,LINK,62,112,15,12.000000547843118,15_(192-194),741.9853864723227,4004794,42
28,LINK,0,100,9,10.000000705691376,9_(130-135),742.0271413466066,2629001,42
23,LINK,195,175,12,16.000000231378333,12_(149-150),742.2338145862541,3276935,43
23,LINK,195,175,12,16.000000156120564,12_(149-152),742.2338145862541,2211084,44
23,LINK,195,175,12,16.00000012110012,12_(149-160),742.2338145862541,1715101,45
23,LINK,195,175,12,16.000000315056976,12_(149-161),742.2338145862541,4462048,46
23,LINK,195,175,12,16.00000021954596,12_(149-163),742.2338145862541,3109357,47
21,LINK,104,125,12,15.000000163826206,12_(149-152),743.2697892748142,2211084,47
35,LINK,109,117,2,9.000000246043152,2_(40-41),743.3079192388635,2989225,47
35,LINK,107,84,2,6.00000030581895,2_(40-47),743.3079199946944,4151469,46
11,LINK,81,7,15,8.000000301299552,15_(191-197),744.4837211494196,1576665,46
28,LINK,85,6,9,10.000000460093949,9_(130-138),745.0271411132375,2406255,46
5,LINK,190,109,8,12.000000191406187,8_(115-118),745.4982842117128,1765492,46
5,LINK,109,106,8,8.000000149561206,8_(115-116),745.4982848228548,3863753,46
42,LINK,6,45,0,8.000000245103669,0_(0-1),745.6297585849358,1909837,46
28,LINK,6,110,9,6.00000055027092,9_(130-136),747.0271420162453,3795448,46
40,LINK,173,197,13,16.000000350881397,13_(168-175),750.0328250149062,2203845,43
30,LINK,105,166,16,9.00000014459521,16_(209-210),751.594628675283,2839108,42
28,LINK,100,147,9,15.000000155655371,9_(130-135),752.027142052298,2629001,42
11,LINK,7,64,15,9.00000021301894,15_(191-197),752.4837214507191,1576665,40
28,LINK,110,173,9,15.000000434239725,9_(130-136),753.0271425665162,3795448,40
21,LINK,106,15,12,6.000000073000507,12_(149-160),753.2697892430352,1715101,40
5,LINK,106,185,8,9.000000279064485,8_(115-116),753.498284972416,3863753,40
42,LINK,45,192,0,15.000000690297707,0_(0-1),753.6297588300395,1909837,40
11,LINK,112,185,15,15.000001382930071,15_(192-194),753.9853870201658,4004794,40
28,LINK,85,6,9,10.000000538421135,9_(130-140),754.0271412609839,2815900,40
42,LINK,110,4,0,8.00000027587685,0_(0-3),755.6297586694222,2119273,40
42,LINK,173,110,0,15.000000451618133,0_(0-4),756.6297590554243,3947343,40
28,LINK,6,0,9,5.000000051327888,9_(130-138),757.0271424763392,2406255,40
21,LINK,175,106,12,12.000000541867497,12_(149-161),757.2697893498118,4462048,40
5,LINK,190,109,8,12.000000380637022,8_(115-121),757.4982845244747,3510919,40
5,LINK,109,3,8,6.000000119796586,8_(115-118),757.498285014261,1765492,40
21,LINK,15,6,12,6.000000090287914,12_(149-160),759.2697893160357,1715101,39
26,LINK,0,2,5,3.000000033736588,5_(76-78),759.6088302046472,1942626,40
26,LINK,0,15,5,10.0000000716874,5_(76-79),759.6088302046472,2022388,41
11,LINK,64,172,15,16.000000112304438,15_(191-197),761.483721663738,1576665,40
5,LINK,185,196,8,16.000000648423445,8_(115-116),762.4982852514804,3863753,39
26,LINK,2,1,5,4.000000047030002,5_(76-78),762.6088302383838,1942626,39
5,LINK,3,7,8,3.0000000795878776,8_(115-118),763.4982851340576,1765492,39
42,LINK,4,104,0,8.000000092817187,0_(0-3),763.629758945299,2119273,39
13,LINK,179,111,0,15.000000582721777,0_(11-17),765.1949805331933,4295681,40
21,LINK,6,73,12,8.000000091122711,12_(149-160),765.2697894063236,1715101,40
3,LINK,146,112,1,15.000000145241511,1_(26-28),765.7800961123195,2332581,41
40,LINK,197,199,13,15.000000316919333,13_(168-175),766.0328253657875,2203845,41
5,LINK,7,64,8,9.000000238530843,8_(115-118),766.4982852136454,1765492,41
28,LINK,6,4,9,4.000000110683991,9_(130-140),767.0271430147603,2815900,39
28,LINK,173,197,9,16.000000604285734,9_(130-136),768.0271430007559,3795448,39
21,LINK,106,15,12,6.0000001899198745,12_(149-161),769.2697898916794,4462048,37
5,LINK,190,109,8,12.00000030787925,8_(115-123),769.4982847774529,2839816,37
5,LINK,109,108,8,6.00000014989515,8_(115-121),769.4982853948981,3510919,37
26,LINK,15,78,5,9.00000013375176,5_(76-79),769.6088302763346,2022388,37
28,LINK,4,112,9,10.000000110761778,9_(130-140),771.0271431254444,2815900,37
42,LINK,110,6,0,6.000000572292932,0_(0-4),771.6297595070424,3947343,36
42,LINK,173,110,0,15.000000475880173,0_(0-5),772.6297597176567,4159404,36
53,LINK,178,107,2,20.000000246534057,M.USER.APP.2,773,3098710,37
21,LINK,175,106,12,12.000000377597797,12_(149-163),773.2697895693577,3109357,36
40,LINK,149,79,13,15.000000187030334,13_(169-174),773.2816680467321,3620343,37
21,LINK,15,7,12,10.000000348174332,12_(149-161),775.2697900815992,4462048,37
5,LINK,108,50,8,9.00000042602889,8_(115-121),775.4982855447932,3510919,36
6,LINK,199,197,10,15.000000236880357,10_(143-144),776.7196261682243,1647257,37
42,LINK,6,79,0,8.000001182108912,0_(0-4),777.6297600793354,3947343,36
12,LINK,156,87,12,15.000000180617477,12_(165-166),777.8360058628862,2998624,37
5,LINK,196,198,8,25.000000778352874,8_(115-116),778.4982858999039,3863753,37
13,LINK,111,65,0,15.000000228364984,0_(11-17),780.1949811159151,4295681,36
52,LINK,194,190,6,12.00000032709636,6_(80-81),780.4822451317297,3671831,37
52,LINK,194,190,6,12.00000015566753,6_(80-95),780.4822451317297,1747451,38
52,LINK,194,190,6,12.000000261711671,6_(80-97),780.4822451317297,2937853,39
3,LINK,112,106,1,10.000000106814154,1_(26-28),780.780096257561,2332581,39
28,LINK,112,151,9,12.00000015744623,9_(130-140),781.0271432362061,2815900,39
5,LINK,109,0,8,10.000000651254032,8_(115-123),781.4982857027774,2839816,38
54,LINK,187,112,8,16.000000405789066,M.USER.APP.8,782,2925111,39
28,LINK,197,199,9,15.000000545796482,9_(130-136),784.0271436050417,3795448,39
21,LINK,106,15,12,6.0000001323447645,12_(149-163),785.2697899469555,3109357,38
21,LINK,7,22,12,8.000000200572222,12_(149-161),785.2697904297736,4462048,38
42,LINK,79,149,0,15.000000203923463,0_(0-4),785.6297612614443,3947343,38
42,LINK,110,4,0,8.000000541451373,0_(0-5),787.6297601935369,4159404,38
40,LINK,79,6,13,8.00000108418238,13_(169-174),788.2816682337624,3620343,38
42,LINK,173,110,0,15.000000222873117,0_(0-6),788.6297600278057,1948010,38
9,LINK,175,106,8,12.000000482794738,8_(114-115),789.2697898500682,3975609,38
12,LINK,159,105,12,12.000000619690198,12_(151-157),790.6864533154215,3596452,39
3,LINK,106,191,1,9.000000682898845,1_(26-28),790.7800963643751,2332581,39
21,LINK,15,63,12,12.000000316934058,12_(149-163),791.2697900793003,3109357,39
5,LINK,0,4,8,5.000000108346767,8_(115-123),791.4982863540314,2839816,39
6,LINK,197,173,10,16.000000262265193,10_(143-144),791.7196264051047,1647257,39
52,LINK,190,109,6,12.00000039808233,6_(80-81),792.482245458826,3671831,39
12,LINK,87,105,12,8.000000224477677,12_(165-166),792.8360060435036,2998624,39
53,LINK,107,2,2,6.000000586341635,M.USER.APP.2,793.000000246534,3098710,39
11,LINK,62,15,15,9.000000416757631,15_(193-200),794.866238782792,2575225,38
11,LINK,62,112,15,12.000000329463397,15_(193-201),794.866238782792,2408414,39
11,LINK,62,15,15,9.000000662339618,15_(193-203),794.866238782792,4092723,40
11,LINK,62,112,15,12.000000584620672,15_(193-206),794.866238782792,4273642,41
13,LINK,65,0,0,12.000000519714,0_(11-17),795.1949813442801,4295681,41
42,LINK,4,86,0,12.000000403155493,0_(0-5),795.6297607349883,4159404,41
40,LINK,6,2,13,3.000000064533529,13_(169-174),796.2816693179448,3620343,41
5,LINK,4,16,8,10.000000118112494,8_(115-123),796.4982864623781,2839816,41
54,LINK,112,106,8,10.000000133947442,M.USER.APP.8,798.000000405789,2925111,41
53,LINK,2,6,2,3.0000000552352892,M.USER.APP.2,799.0000008328757,3098710,41
40,LINK,2,87,13,10.000000251328427,13_(169-174),799.2816693824783,3620343,40
12,LINK,105,111,12,6.00000010810089,12_(165-166),800.8360062679814,2998624,38
9,LINK,106,109,8,8.000000153891017,8_(114-115),801.2697903328628,3975609,38
53,LINK,6,85,2,10.000000592496521,M.USER.APP.2,802.000000888111,3098710,38
46,LINK,32,0,6,10.000000147352228,6_(81-82),802.0695296545683,2902744,39
46,LINK,32,0,6,10.00000017591712,6_(81-83),802.0695296545683,3465454,40
46,LINK,32,0,6,10.00000022045482,6_(81-84),802.0695296545683,4342818,41
46,LINK,32,0,6,10.00000011703545,6_(81-86),802.0695296545683,2305523,42
46,LINK,32,0,6,10.000000159372062,6_(81-87),802.0695296545683,3139527,43
46,LINK,32,0,6,10.000000148315356,6_(81-88),802.0695296545683,2921717,44
46,LINK,32,0,6,10.00000011609679,6_(81-89),802.0695296545683,2287032,45
46,LINK,32,0,6,10.000000115151531,6_(81-91),802.0695296545683,2268411,46
46,LINK,32,0,6,10.000000191710582,6_(81-92),802.0695296545683,3776575,47
46,LINK,32,0,6,10.000000200209438,6_(81-93),802.0695296545683,3943997,48
12,LINK,105,111,12,6.000000129652689,12_(151-157),802.6864539351118,3596452,48
21,LINK,63,81,12,12.00000031386025,12_(149-163),803.2697903962343,3109357,48
42,LINK,110,5,0,10.000000106493774,0_(0-6),803.6297602506788,1948010,47
11,LINK,15,3,15,8.000000105165482,15_(193-200),803.8662391995497,2575225,47
52,LINK,190,109,6,12.000000189450267,6_(80-95),804.4822456144935,1747451,47
52,LINK,109,0,6,10.000000842059746,6_(80-81),804.4822458569083,3671831,47
42,LINK,173,110,0,15.000000457517604,0_(0-7),804.6297606644848,3998907,47
9,LINK,175,106,8,12.000000227479527,8_(114-117),805.2697899823311,1873197,47
12,LINK,111,129,12,15.000000299008402,12_(165-166),806.8360063760822,2998624,46
11,LINK,112,169,15,12.00000020381043,15_(193-201),806.8662391122555,2408414,46
11,LINK,185,106,15,9.000000292949697,15_(194-195),807.3541745302635,4055999,46
11,LINK,185,106,15,9.00000011106906,15_(194-196),807.3541745302635,1537793,47
11,LINK,185,112,15,15.0000005478881,15_(194-199),807.3541745302635,1586616,48
54,LINK,106,175,8,12.000000355223111,M.USER.APP.8,808.0000005397364,2925111,47
9,LINK,109,190,8,12.000000431016487,8_(114-115),809.2697904867539,3975609,47
40,LINK,87,156,13,15.00000021806576,13_(169-174),809.2816696338067,3620343,47
21,LINK,125,104,12,15.00000019459717,12_(152-158),810.6093899086758,2626385,48
11,LINK,3,29,15,6.000000089779301,15_(193-200),811.8662393047151,2575225,48
53,LINK,85,177,2,9.00000016258502,M.USER.APP.2,812.0000014806076,3098710,48
46,LINK,0,2,6,3.0000000504104647,6_(81-82),812.0695298019206,2902744,48
12,LINK,111,65,12,15.0000001911929,12_(151-157),812.8360065057349,3596452,48
11,LINK,15,88,15,9.000000253201424,15_(193-203),812.8662398618893,4092723,48
42,LINK,5,30,0,6.000000553403757,0_(0-6),813.6297603571726,1948010,48
52,LINK,0,32,6,10.000000186393454,6_(80-81),814.4822466989681,3671831,48
46,LINK,2,3,6,5.000000054110319,6_(81-82),815.069529852331,2902744,48
37,LINK,195,175,5,16.000000256361055,5_(75-76),815.0791366906474,3630757,49
37,LINK,195,175,5,16.000000141551627,5_(75-77),815.0791366906474,2004749,50
21,LINK,81,119,12,15.000000363081925,12_(149-163),815.2697907100945,3109357,50
43,LINK,154,77,4,15.0000002453178,4_(68-69),816.2170338620659,3999395,51
43,LINK,154,77,4,15.0000001156903,4_(68-74),816.2170338620659,1886089,52
11,LINK,106,15,15,6.000000172637054,15_(194-195),816.3541748232133,4055999,52
52,LINK,190,109,6,12.00000031850795,6_(80-97),816.4822458762052,2937853,52
52,LINK,109,0,6,10.00000040074234,6_(80-95),816.4822460463586,1747451,52
9,LINK,106,15,8,6.000000079729609,8_(114-117),817.2697902098106,1873197,52
11,LINK,112,169,15,12.000000361654108,15_(193-206),818.8662396968762,4273642,50
42,LINK,110,112,0,6.000000194123688,0_(0-7),819.6297611220024,3998907,49
54,LINK,175,195,8,16.00000020653669,M.USER.APP.8,820.0000008949596,2925111,49
46,LINK,3,94,6,8.000000133414698,6_(81-82),820.0695299064413,2902744,49
42,LINK,173,110,0,15.000000418007827,0_(0-11),820.6297612461823,3653574,49
53,LINK,177,193,2,12.00000031128961,M.USER.APP.2,821.0000016431926,3098710,49
9,LINK,175,106,8,12.000000260999052,8_(114-124),821.2697901340832,2149216,49
9,LINK,190,194,8,12.000000354157704,8_(114-115),821.2697909177704,3975609,49
11,LINK,88,184,15,12.000000295724735,15_(193-203),821.8662401150907,4092723,48
46,LINK,0,4,6,5.000000132216572,6_(81-83),822.0695299778376,3465454,48
11,LINK,15,59,15,8.000000552889345,15_(194-195),822.3541749958504,4055999,48
11,LINK,112,110,15,6.000000077020983,15_(194-199),822.3541750781517,1586616,48
42,LINK,149,79,0,15.000000102496138,0_(4-10),824.1505947987011,1984016,49
25,LINK,175,106,18,12.000000196222294,18_(222-224),825.3029990249552,1615807,48
25,LINK,175,106,18,12.000000487303048,18_(222-228),825.3029990249552,4012733,49
25,LINK,175,106,18,12.000000249641086,18_(222-229),825.3029990249552,2055688,50
21,LINK,104,4,12,8.000000115027024,12_(152-158),825.609390103273,2626385,49
42,LINK,112,185,0,15.00000138089718,0_(0-7),825.6297613161261,3998907,49
52,LINK,0,6,6,5.000000037274922,6_(80-95),826.4822464471009,1747451,49
46,LINK,4,97,6,6.0000004190192655,6_(81-83),827.0695301100542,3465454,49
12,LINK,65,0,12,12.000000435117611,12_(151-157),827.8360066969278,3596452,49
46,LINK,94,123,6,9.000000198372952,6_(81-82),828.069530039856,2902744,49
9,LINK,15,108,8,8.000000079533452,8_(114-117),828.35417507558,1873197,49
11,LINK,110,5,15,10.000000086737094,15_(194-199),828.3541751551727,1586616,49
52,LINK,109,104,6,6.0000005718909515,6_(80-97),828.4822463648666,2937853,49
43,LINK,77,15,4,6.000000225451101,4_(68-69),831.2170341073837,3999395,46
52,LINK,6,91,6,10.000000304942866,6_(80-95),831.4822464843759,1747451,46
46,LINK,0,109,6,10.000000995936967,6_(81-84),832.0695301982925,4342818,46
9,LINK,106,15,8,6.0000000914779115,8_(114-124),833.2697903950823,2149216,44
43,LINK,18,7,4,10.000000345076053,4_(65-67),833.3627990387273,2914845,44
43,LINK,18,7,4,10.000000495738824,4_(65-71),833.3627990387273,4187488,45
21,LINK,4,61,12,9.000000234717849,12_(152-158),833.6093902183,2626385,45
52,LINK,104,58,6,12.000000503724197,6_(80-97),834.4822469367575,2937853,44
13,LINK,199,197,0,15.000000635909284,0_(8-14),835.5238375608587,4422089,45
42,LINK,110,5,0,10.000000199733515,0_(0-11),835.6297616641901,3653574,45
9,LINK,108,134,8,15.000000399854036,8_(114-117),836.3541751551135,1873197,44
6,LINK,173,110,10,15.000000188463767,10_(143-144),836.6297615084475,1647257,44
43,LINK,15,0,4,10.000000141766183,4_(68-69),837.2170343328348,3999395,43
9,LINK,175,106,8,12.00000050149516,8_(114-125),837.2697904256665,4129599,43
11,LINK,5,25,15,8.000000065863786,15_(194-199),838.3541752419098,1586616,43
42,LINK,79,6,0,8.000000594152318,0_(4-10),839.1505949011973,1984016,43
9,LINK,15,6,8,6.000000113140993,8_(114-124),839.2697904865602,2149216,43
12,LINK,0,32,12,10.000000182566984,12_(151-157),839.8360071320454,3596452,43
42,LINK,185,196,0,16.000000671105283,0_(0-7),840.6297626970232,3998907,43
46,LINK,0,6,6,5.00000004917917,6_(81-86),842.0695303153279,2305523,42
46,LINK,109,190,6,12.000000470827526,6_(81-84),842.0695311942294,4342818,42
43,LINK,7,4,4,4.000000071292921,4_(65-67),843.3627993838033,2914845,41
25,LINK,106,15,18,6.000000068774218,18_(222-224),845.2697905913046,1615807,41
9,LINK,6,91,8,10.00000037505377,8_(114-124),845.2697905997012,2149216,41
43,LINK,77,15,4,6.000000106321291,4_(68-74),846.217034223074,1886089,41
46,LINK,6,85,6,10.000000440833237,6_(81-86),847.0695303645072,2305523,39
42,LINK,6,2,0,3.000000035365587,0_(4-10),847.1505954953496,1984016,39
43,LINK,0,20,4,8.000000655041042,4_(68-69),847.2170344746011,3999395,39
43,LINK,4,6,4,4.000000114573201,4_(65-67),847.3627994550963,2914845,39
42,LINK,5,111,0,8.000000782347213,0_(0-11),848.3541754416434,3653574,39
32,LINK,195,175,8,16.000000280710417,8_(114-115),848.6690658496977,3975609,40
32,LINK,195,175,8,16.000000132262983,8_(114-117),848.6690658496977,1873197,41
32,LINK,195,175,8,16.000000151752175,8_(114-124),848.6690658496977,2149216,42
32,LINK,195,175,8,16.000000291583365,8_(114-125),848.6690658496977,4129599,43
42,LINK,2,47,0,8.00000007000497,0_(4-10),850.1505955307152,1984016,42
